"Query","Dates range","Impressions","Clicks","CTR %","Avg. position","Avg. click position","Impressions for 1st position","Clicks from pos. 1","CTR % for pos. 1","Impressions for pos. 2-3","Clicks from pos. 2-3","CTR % for pos. 2-3","Avg. impression position for pos. 2-3","Avg. click position from pos. 2-3","Impressions for pos. 4-10","Clicks from pos. 4-10","CTR % for pos. 4-10","Avg. impression position for pos. 4-10","Avg. click position from pos. 4-10","Impressions for pos. 11-50","Clicks from pos. 11-50","CTR % for pos. 11-50","Avg. impression position for pos. 11-50","Avg. click position from pos. 11-50"
"организация, выполняющая установкой гравитационной подпорной стены ярославль","2026-07-20 - 2026-08-18","2.00","1.00","50.00","8.00","9.00","0.00","0.00","","0.00","0.00","","","","2.00","1.00","50.00","8.00","9.00","0.00","0.00","","",""
"гриль домик под ключ с мангалом в рыбинске","2026-07-20 - 2026-08-18","2.00","0.00","0.00","9.50","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","1.00","0.00","0.00","12.00",""
"навес в рыбинске на авито максим фото","2026-07-20 - 2026-08-18","2.00","0.00","0.00","21.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","21.00",""
"можно ли переложить старую плитку от дорожки на даче с поднятие уровня для новой дорожки","2026-07-20 - 2026-08-18","2.00","0.00","0.00","5.50","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","5.50","","0.00","0.00","","",""
"дренаж участка с высоким уровнем грунтовых вод","2026-07-20 - 2026-08-18","2.00","0.00","0.00","5.50","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","5.50","","0.00","0.00","","",""
"сколько стоит осушить участок 10 соток","2026-07-20 - 2026-08-18","2.00","0.00","0.00","3.50","","0.00","0.00","","1.00","0.00","0.00","3.00","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"кто занимается ремонтом ливневых трубы на многоквартирных домах в ярославле","2026-07-20 - 2026-08-18","2.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","11.00",""
"подъем участка ярославль","2026-07-20 - 2026-08-18","2.00","0.00","0.00","22.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","22.00",""
"сколько стоит укладка тротуарной плитки за квадратный метр под ключ","2026-07-20 - 2026-08-18","2.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","8.00","","0.00","0.00","","",""
"можно ли укладывать тротуарную плитку на старую тротуарную плитку","2026-07-20 - 2026-08-18","2.00","1.00","50.00","2.50","2.00","0.00","0.00","","2.00","1.00","50.00","2.50","2.00","0.00","0.00","","","","0.00","0.00","","",""
"можно ли положить плитку на старую брусчатку на террасе","2026-07-20 - 2026-08-18","2.00","1.00","50.00","3.50","2.00","0.00","0.00","","1.00","1.00","100.00","2.00","2.00","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"дренаж по проекту в переславле","2026-07-20 - 2026-08-18","2.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","1.00","0.00","0.00","12.00",""
"переславль укладка плитки тротуарной цена","2026-07-20 - 2026-08-18","2.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","5.00","","0.00","0.00","","",""
"www.exp76","2026-07-20 - 2026-08-18","2.00","1.00","50.00","1.50","1.00","1.00","1.00","100.00","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"как положить новую плитку на старую на улице","2026-07-20 - 2026-08-18","2.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","7.00","","0.00","0.00","","",""
"положить плитку на старую дорожку","2026-07-20 - 2026-08-18","2.00","0.00","0.00","3.00","","0.00","0.00","","2.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"отмостка трещина треска","2026-07-20 - 2026-08-18","2.00","0.00","0.00","9.50","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","1.00","0.00","0.00","11.00",""
"дренаж заболоченного участка","2026-07-20 - 2026-08-18","2.00","0.00","0.00","34.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","34.00",""
"благоустройство территории рыбинск","2026-07-20 - 2026-08-18","2.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","9.00","","0.00","0.00","","",""
"укладка тротуарной плитки цена за каждый этап в ярославле","2026-07-20 - 2026-08-18","2.00","1.00","50.00","7.50","10.00","0.00","0.00","","0.00","0.00","","","","2.00","1.00","50.00","7.50","10.00","0.00","0.00","","",""
"дендролог в рыбинске","2026-07-20 - 2026-08-18","2.00","1.00","50.00","8.50","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","1.00","0.00","0.00","11.00",""
"специалист по дренажу участка в ярославле","2026-07-20 - 2026-08-18","2.00","1.00","50.00","6.50","7.00","0.00","0.00","","0.00","0.00","","","","2.00","1.00","50.00","6.50","7.00","0.00","0.00","","",""
"продам газон рулонный авито углич","2026-07-20 - 2026-08-18","2.00","0.00","0.00","6.50","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","6.50","","0.00","0.00","","",""
"укрепление склона на участке выполнить работы в рыбинске","2026-07-20 - 2026-08-18","2.00","0.00","0.00","9.50","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","9.50","","0.00","0.00","","",""
"уличная плитка на даче кладут ли на старую плитку","2026-07-20 - 2026-08-18","2.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"укладка плитки тротуарной переславль","2026-07-20 - 2026-08-18","2.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","6.00","","0.00","0.00","","",""
"брусчатка в рыбинске уложена в стиле","2026-07-20 - 2026-08-18","2.00","0.00","0.00","11.50","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","11.50",""
"как от старой тротуарной плитки продолжить класть новую видео","2026-07-20 - 2026-08-18","2.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","9.00","","0.00","0.00","","",""
"проектирование систем автополива","2026-07-20 - 2026-08-18","2.00","0.00","0.00","46.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","46.00",""
"сшить навес на беседку в г.рыбинск","2026-07-20 - 2026-08-18","2.00","0.00","0.00","10.50","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","1.00","0.00","0.00","11.00",""
"если оставить старую дворовую плитку и сверху засыпать землей можно на него положить новую","2026-07-20 - 2026-08-18","2.00","1.00","50.00","2.00","1.00","1.00","1.00","100.00","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"сколько стоит черновой заезд через канаву в рыбинске","2026-07-20 - 2026-08-18","2.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","8.00","","0.00","0.00","","",""
"печник в ярославской области брейтово","2026-07-20 - 2026-08-18","2.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","7.00","","0.00","0.00","","",""
"заезд на участок через канаву в ярославской области","2026-07-20 - 2026-08-18","2.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","8.00","","0.00","0.00","","",""
"облагородить дачный участок фирмы в рыбинске","2026-07-20 - 2026-08-18","2.00","0.00","0.00","7.50","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","7.50","","0.00","0.00","","",""
"слякоть грязь после дождя и ямы как можно иешить проблему","2026-07-20 - 2026-08-18","2.00","0.00","0.00","3.00","","0.00","0.00","","2.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"укладка брусчатки рыбинск","2026-07-20 - 2026-08-18","2.00","0.00","0.00","12.50","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","12.50",""
"цена отмостки под ключ рыбинск","2026-07-20 - 2026-08-18","2.00","0.00","0.00","4.50","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","4.50","","0.00","0.00","","",""
"ливневки ярославль","2026-07-20 - 2026-08-18","2.00","0.00","0.00","3.00","","0.00","0.00","","2.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"автополив ярославль","2026-07-20 - 2026-08-18","2.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","12.00",""
"убрать вода на участке вызвать гидроинженера ярославль","2026-07-20 - 2026-08-18","2.00","0.00","0.00","4.50","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","4.50","","0.00","0.00","","",""
"ярославль сделать отмостку","2026-07-20 - 2026-08-18","2.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","5.00","","0.00","0.00","","",""
"ирригация участка в ярославской","2026-07-20 - 2026-08-18","2.00","1.00","50.00","4.00","4.00","0.00","0.00","","0.00","0.00","","","","2.00","1.00","50.00","4.00","4.00","0.00","0.00","","",""
"выравнивание участка ярославль вызвать tehno-niki ру","2026-07-20 - 2026-08-18","2.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","13.00",""
"плитка тротуарная на плитку тротуарную можно ли класть","2026-07-20 - 2026-08-18","2.00","0.00","0.00","3.00","","0.00","0.00","","2.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"дренаж участка цена ярославская область","2026-07-20 - 2026-08-18","2.00","0.00","0.00","3.00","","0.00","0.00","","2.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"корчевание деревьев ярославль мо tehno niki-ru","2026-07-20 - 2026-08-18","2.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","1.00","0.00","0.00","12.00",""
"работы по укладке пола из тротуарной плитки в гараже с гидроизоляцией ярославль","2026-07-20 - 2026-08-18","2.00","1.00","50.00","8.50","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","1.00","0.00","0.00","11.00",""
"планировка участка ярославль в областном центре миниpogruzchiki ру","2026-07-20 - 2026-08-18","2.00","0.00","0.00","8.50","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","8.50","","0.00","0.00","","",""
"плитку нельзя потому что поводка старая","2026-07-20 - 2026-08-18","2.00","0.00","0.00","7.50","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","7.50","","0.00","0.00","","",""
"монтаж дренажной трубы цена за работу за метр","2026-07-20 - 2026-08-18","2.00","0.00","0.00","8.50","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","8.50","","0.00","0.00","","",""
"изготовление навесов рыбинск","2026-07-20 - 2026-08-18","2.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","12.00",""
"укладка тротуарной плитки расценки","2026-07-20 - 2026-08-18","2.00","0.00","0.00","7.50","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","7.50","","0.00","0.00","","",""
"можно ли уложить тротуарную плитку поверх старой","2026-07-20 - 2026-08-18","2.00","0.00","0.00","2.00","","1.00","0.00","0.00","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"калькулятор укладки тротуарной плитки ярославль","2026-07-20 - 2026-08-18","2.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","5.00","","0.00","0.00","","",""
"ярославль ремонт отмостки вокруг дома","2026-07-20 - 2026-08-18","2.00","0.00","0.00","4.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"после дождя остается много грязи?","2026-07-20 - 2026-08-18","2.00","0.00","0.00","10.50","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","1.00","0.00","0.00","11.00",""
"можно ли брусчатку класть на старую брусчатку","2026-07-20 - 2026-08-18","2.00","0.00","0.00","2.50","","0.00","0.00","","2.00","0.00","0.00","2.50","","0.00","0.00","","","","0.00","0.00","","",""
"дренаж участка 10 соток цена","2026-07-20 - 2026-08-18","2.00","0.00","0.00","28.50","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","28.50",""
"отмостка вокруг дома ярославль","2026-07-20 - 2026-08-18","2.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","2.00","0.00","0.00","8.00","","0.00","0.00","","",""
"сделать дренаж участка на глинистой почве","2026-07-20 - 2026-08-18","2.00","0.00","0.00","44.50","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","2.00","0.00","0.00","44.50",""
